label,message,clean_text
ham,Umma. Did she say anything,umma did she say anything
ham,Give me a sec to think think about it,give me sec think think about it
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd number call optout
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,i don t quite know what do i still can t get hold anyone i cud pick you up bout number pm we can see if they re pub
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",poyyarikatur kolathupalayam unjalur post erode dis lt gt
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",dear hero i am leaving qatar tonite apt opportunity pls do keep touch lt email gt kerala
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,lol i would but my mom would have fit tell whole family how crazy terrible i am
ham,"I just got home babe, are you still awake ?",i just got home babe you still awake
ham,I dunno they close oredi not... Ü v ma fan...,i dunno they close oredi not v ma fan
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,just buy pizza meat lovers supreme u get pick
ham,"Ya, told..she was asking wats matter?",ya told she was asking wats matter
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",dear regret i cudnt pick call drove down frm ctla now cochin home left mobile car ente style ishtamayoo happy bakrid
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free st week no nokia tone number ur mob every week just txt nokia number get txting tell ur mates url pobox number w wq norm p tone number
ham,Shall i send that exe to your mail id.,shall i send that exe your mail id
ham,Nope watching tv at home... Not going out. V bored...,nope watching tv home not going out v bored
ham,Don know..wait i will check it.,don know wait i will check it
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",good afternoon this glorious anniversary day my sweet j i hope this finds you happy content my prey i think you send teasing kiss from across sea coaxing images fond souveniers you cougar pen
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,guess what somebody you know secretly fancies you wanna find out who it give us call number from landline datebox essexcm xn p min number
ham,We still on for tonight?,we still tonight
ham,May i call You later Pls,may i call you later pls
ham,Hasn't that been the pattern recently crap weekends?,hasn t that been pattern recently crap weekends
ham,I have a sore throat. It's scratches when I talk,i have sore throat it s scratches when i talk
ham,Yes da. Any plm at ur office,yes da any plm ur office
ham,Are you not around or just still asleep? :V,you not around just still asleep v
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe",lol you forgot it eh yes i ll bring it babe
ham,"Its good, we'll find a way",its good we ll find way
ham,Can not use foreign stamps in this country. Good lecture .,can not use foreign stamps this country good lecture
ham,Yup bathe liao...,yup bathe liao
ham,HAPPY NEW YEAR MY NO.1 MAN,happy new year my no number man
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",oh mr sheffield you wanna play that game okay you re boss i m nanny you give me raise i ll give you one
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,zoe it just hit me number im fucking shitin myself il defo try my hardest number cum morow luv u millions lekdog
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",hello baby did you get back your mom s you setting up computer now filling your belly how goes it loverboy i miss you already sighs
ham,"No my blankets are sufficient, thx",no my blankets sufficient thx
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",naughty little thought its better flirt flirt n flirt rather than loving someone n gettin hurt hurt n hurt gud nyt
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",edison has rightly said fool can ask more questions than wise man can answer now you know why all us speechless during viva gm gn ge gnt
ham,They just talking thats it de. They wont any other.,they just talking thats it de they wont any other
ham,Today am going to college so am not able to atten the class.,today am going college so am not able atten class
ham,I'm in class. Will holla later,i m class will holla later
ham,Easy ah?sen got selected means its good..,easy ah sen got selected means its good
ham,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,mmm thats better now i got roast down me i d b better if i had few drinks down me number good indian
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",we know someone who you know that fancies you call number find out who pobox number ls hb p
ham,"Come round, it's . ",come round it s
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",do number thing change that sentence into because i want number concentrate my educational career im leaving here
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",number s flirting now txt girl bloke ur name age eg girl zoe number number join get chatting
ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,i walked hour number c u doesn t that show i care y wont u believe im serious
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,number days euro kickoff u will be kept informed all latest news results daily unsubscribe send get euro stop number
ham,Are you available for soiree on June 3rd?,you available soiree june rd
ham,Do u noe wat time e place dat sells 4d closes?,do u noe wat time e place dat sells d closes
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",i got another job one hospital doing data analysis something starts monday not sure when my thesis will got finished
ham,Jay's getting really impatient and belligerent,jay s getting really impatient belligerent
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,hiya comin number bristol number st week april les got off rudi new yrs eve but i was snoring they were drunk u bak college yet my work sends ink number bath
ham,I'm at work. Please call,i m work please call
ham,Then u drive lor.,then u drive lor
ham,Ard 515 like dat. Y?,ard number like dat y
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,tell me they re female v how re you throwing we re deciding what all get now
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,eastenders tv quiz what flower does dot compare herself d violet e tulip f lily txt d e f number now number chance number win number cash wkent p
